session_id,pages_visited,time_on_site,cart_value,abandoned
SID164,13,410,1096.16,0
SID165,32,131,3311.8,1
SID166,7,523,2425.11,0
SID167,22,48,36.51,0
SID168,28,483,4024.43,0
SID169,2,511,3866.32,1
SID170,42,426,2746.61,0
SID171,45,308,341.65,0
SID172,6,394,3834.91,1
SID173,28,360,2922.73,0
SID174,28,373,3911.98,1
SID175,44,484,3761.22,0
SID176,44,94,4016.98,0
SID177,20,105,2594.86,1
SID178,30,172,710.22,0
SID179,11,502,3359.08,0
SID180,28,446,3106.16,0
SID181,25,334,3713.84,0
SID182,39,526,857.71,0
SID183,33,320,982.93,0
SID184,1,131,4453.14,1
SID185,27,296,3752.39,0
SID186,13,32,4542.06,1
SID187,41,114,3795.99,0
SID188,3,357,2989.8,1
SID189,39,479,3274.12,1
SID190,6,483,4446.75,1
SID191,8,250,2898.25,1
SID192,27,183,3165.63,0
SID193,9,41,790.82,0
SID194,37,162,2374.87,0
SID195,33,333,3584.82,0
SID196,42,322,1362.0,1
SID197,44,329,1019.25,0
SID198,24,72,1576.0,0
SID199,15,372,1215.09,0
SID200,32,355,1082.41,0
SID201,32,527,2130.01,0
SID202,24,393,4540.11,0
SID203,41,456,2540.23,0
SID204,49,50,947.72,0
SID205,49,436,394.09,0
SID206,12,365,3483.82,0
SID207,39,146,1920.17,0
SID208,2,153,4110.94,1
SID209,3,428,3300.96,1
SID210,49,80,3983.24,0
SID211,37,353,1367.01,0
SID212,49,170,3464.87,0
SID213,17,499,1327.67,0
SID214,49,363,4695.95,0
SID215,2,402,3185.51,1
SID216,2,593,1629.31,1
SID217,28,523,1354.86,0
SID218,23,568,962.72,0
SID219,37,185,3476.26,0
SID220,32,320,1101.39,0
SID221,33,173,2980.56,0
SID222,1,135,1330.53,1
SID223,19,449,3313.23,0
SID224,2,31,4076.55,1
SID225,44,119,3892.35,0
SID226,26,374,3806.65,0
SID227,32,379,946.73,0
SID228,6,488,451.04,0
SID229,32,292,3497.75,0
SID230,4,380,1848.05,0
SID231,11,137,2167.41,1
SID232,17,68,165.43,0
SID233,38,188,1305.29,1
SID234,24,341,178.05,0
SID235,5,270,4397.14,1
SID236,34,474,1224.55,0
SID237,6,327,2791.11,1
SID238,22,65,204.51,0
SID239,11,113,3337.57,1
SID240,48,481,1621.91,0
SID241,16,414,4490.62,0
SID242,33,201,4441.71,0
SID243,9,405,1633.2,0
SID244,6,391,4505.79,1
SID245,16,588,4980.83,0
SID246,29,170,4128.82,0
SID247,3,147,4225.91,1
SID248,20,306,1252.55,0
SID249,36,249,2887.74,0
SID250,19,55,345.61,0
SID251,26,550,483.64,0
SID252,3,39,4994.47,1
SID253,19,407,1639.93,0
SID254,20,181,3743.44,0
SID255,32,78,4035.26,1
SID256,7,183,4291.54,1
SID257,41,322,4988.17,0
SID258,33,79,1215.07,0
SID259,40,560,211.35,0
SID260,39,89,2061.85,0
SID261,18,196,659.1,0
SID262,40,231,121.91,0
SID263,1,175,1808.53,0
SID264,11,468,3920.85,1
SID265,28,271,2835.24,0
SID266,25,590,1570.76,0
SID267,23,512,3275.17,0
SID268,31,137,1167.77,0
SID269,30,255,81.76,0
SID270,42,461,3824.12,0
SID271,35,448,3122.48,0
SID272,7,484,3813.89,1
SID273,16,189,204.3,0
SID274,26,552,4187.23,0
SID275,48,106,3101.44,0
SID276,49,538,2821.34,0
SID277,2,470,3126.82,1
SID278,1,283,4323.52,1
SID279,48,349,2938.81,0
SID280,12,292,2908.94,1
SID281,5,583,4953.49,1
SID282,37,403,3786.08,0
SID283,32,196,2217.05,1
SID284,9,488,3539.91,0
SID285,41,309,1952.26,0
SID286,35,331,1152.09,0
SID287,19,560,2988.29,0
SID288,48,247,4641.63,1
SID289,16,131,4646.41,1
SID290,3,583,1716.11,1
SID291,20,317,2643.11,0
SID292,24,196,1066.06,0
SID293,33,65,4978.2,1
SID294,24,382,4905.78,1
SID295,11,102,3251.05,1
SID296,49,382,4024.03,0
SID297,8,99,3578.35,1
SID298,36,454,2969.86,0
SID299,38,590,276.21,0
SID300,40,546,2279.27,0
SID301,20,457,3377.18,0
SID302,35,568,3390.88,0
SID303,48,189,1871.88,0
SID304,25,178,4709.04,0
SID305,35,259,845.11,0
SID306,25,591,2506.79,0
SID307,29,96,3457.51,1
SID308,18,410,3488.71,0
SID309,46,87,3246.71,0
SID310,18,288,1383.69,0
SID311,2,371,789.47,0
SID312,35,159,3183.34,1
SID313,16,201,3000.52,0
SID314,41,238,904.99,0
SID315,36,383,3528.64,0
SID316,33,500,2281.31,0
SID317,4,145,3342.13,1
SID318,33,293,4188.46,0
SID319,14,471,856.94,0
SID320,21,577,105.53,0
SID321,48,482,3897.72,0
SID322,20,506,3052.39,1
SID323,8,316,3501.2,1
SID324,7,332,4192.39,0
SID325,3,340,4016.03,1
SID326,17,237,4804.99,1
SID327,33,475,2684.32,0
SID328,48,84,2447.59,0
SID329,12,41,2015.42,1
SID330,22,429,776.92,0
SID331,22,544,2867.31,0
SID332,46,571,1392.29,0
SID333,30,266,4607.32,0
SID334,38,308,2920.12,0
SID335,38,377,2968.27,0
SID336,45,133,1781.07,0
SID337,8,546,269.43,0
SID338,27,277,168.4,0
SID339,27,393,2122.44,0
SID340,34,350,431.98,0
SID341,21,315,3038.17,0
SID342,30,178,4406.06,0
SID343,33,113,4415.74,1
SID344,28,435,3298.64,0
SID345,47,485,1064.05,0
SID346,33,190,4316.35,0
SID347,5,489,4431.61,1
SID348,48,579,991.3,0
SID349,19,529,3689.76,0
SID350,4,538,1439.73,0
SID351,35,510,4015.18,1
SID352,49,143,4986.22,1
SID353,17,390,159.83,0
SID354,44,370,4487.86,0
SID355,28,478,3116.93,0
SID356,30,209,4867.18,0
SID357,29,436,2330.4,0
SID358,46,225,4238.47,0
SID359,6,495,321.35,0
SID360,35,340,1683.04,0
SID361,41,291,344.41,0
SID362,37,448,4876.96,0
SID363,24,435,4086.7,0
SID364,29,172,4264.21,0
SID365,49,371,4690.45,0
SID366,46,345,434.67,0
SID367,31,130,1934.13,0
SID368,35,273,364.46,0
SID369,33,519,1061.86,0
SID370,21,41,1154.54,0
SID371,32,268,2350.84,0
SID372,23,590,1350.13,0
SID373,33,71,513.88,0
SID374,3,458,845.78,0
SID375,18,187,744.91,1
SID376,25,245,4865.65,0
SID377,42,491,3798.87,0
SID378,31,163,4839.13,0
SID379,3,96,2204.31,1
SID380,40,36,1399.06,0
SID381,46,555,3993.48,0
SID382,24,102,1638.01,0
SID383,32,428,1503.92,0
SID384,47,434,1170.2,0
SID385,22,159,657.1,0
SID386,23,495,1289.75,0
SID387,2,235,1783.05,1
SID388,27,295,3373.23,0
SID389,42,566,322.2,0
SID390,2,282,1060.43,1
SID391,26,318,4047.03,0
SID392,17,193,743.14,0
SID393,40,124,1719.8,0
SID394,33,139,4324.65,1
SID395,9,365,783.08,1
SID396,43,267,422.86,0
SID397,48,410,2427.84,1
SID398,39,465,1519.07,0
SID399,29,512,2821.41,0
SID400,42,54,4020.99,0
SID401,26,146,694.37,0
SID402,35,511,2907.69,0
SID403,25,421,2532.49,0
SID404,24,566,728.95,0
SID405,13,108,3123.75,1
SID406,7,202,1375.47,0
SID407,36,41,2444.29,0
SID408,45,157,420.54,0
SID409,20,121,2303.32,1
SID410,1,572,1539.25,1
SID411,8,561,4113.68,1
SID412,46,476,294.32,0
SID413,16,419,2098.85,0
SID414,14,72,2297.57,1
SID415,12,283,3627.78,0
SID416,23,159,2875.69,0
SID417,15,89,3339.39,1
SID418,28,496,3887.48,0
SID419,34,316,4312.39,0
SID420,2,546,1576.24,1
SID421,32,496,2694.73,1
SID422,23,374,4202.14,0
SID423,22,411,4947.36,0
SID424,25,282,4448.7,0
SID425,22,85,1863.62,0
SID426,22,492,983.88,0
SID427,49,486,2452.07,0
SID428,42,112,3710.79,0
SID429,6,128,2467.92,1
SID430,15,178,2421.07,1
SID431,43,358,4192.77,0
SID432,37,185,1813.4,0
SID433,33,219,4300.38,0
SID434,8,523,2039.96,0
SID435,44,292,1647.88,1
SID436,44,109,2275.41,0
SID437,5,429,3814.61,1
SID438,39,289,638.75,0
SID439,4,581,990.13,0
SID440,6,130,4757.71,1
SID441,45,388,885.7,0
SID442,32,409,2842.96,1
SID443,30,250,2900.78,0
SID444,47,449,2453.23,0
SID445,35,153,3227.28,0
SID446,40,451,1156.84,0
SID447,16,260,2767.78,0
SID448,13,92,1867.14,1
SID449,42,514,3311.72,0
SID450,30,512,714.71,0
SID451,19,548,2858.68,0
SID452,17,184,934.5,0
SID453,19,121,1400.43,0
SID454,28,555,1101.36,1
SID455,26,484,922.36,0
SID456,37,539,4130.3,0
SID457,26,212,1435.68,0
SID458,23,415,4636.35,0
SID459,9,434,4849.93,1
SID460,12,275,2860.59,0
SID461,1,500,723.58,1
SID462,1,452,1879.0,1
SID463,47,94,3990.68,0
SID464,34,42,1843.28,0
SID465,32,242,444.22,0
SID466,48,271,2788.36,0
SID467,25,522,4227.15,0
SID468,40,242,3981.67,0
SID469,45,367,883.86,0
SID470,1,202,3367.1,1
SID471,16,193,1110.32,0
SID472,39,494,1098.86,0
SID473,5,526,4371.62,1
SID474,22,424,1255.85,1
SID475,29,337,1323.6,0
SID476,3,212,13.26,0
SID477,12,539,4354.64,0
SID478,26,575,3965.05,0
SID479,16,593,3140.37,0
SID480,37,256,3753.83,0
SID481,22,465,768.72,0
SID482,29,451,2297.03,0
SID483,14,583,1762.58,0
SID484,28,50,477.94,0
SID485,5,583,2435.79,1
SID486,47,426,4604.49,0
SID487,49,134,209.9,0
SID488,30,221,1464.39,1
SID489,46,46,1045.63,1
SID490,5,149,1198.35,1
SID491,12,422,4543.09,0
SID492,16,454,2345.66,0
SID493,26,158,2336.83,0
SID494,26,159,3805.27,0
SID495,48,589,780.92,0
SID496,21,58,2441.45,0
SID497,39,126,2155.63,0
SID498,36,39,2988.58,0
SID499,33,271,4997.79,0
SID500,30,261,3849.55,0
SID501,37,313,1995.35,0
SID502,23,229,4139.49,0
SID503,10,108,861.83,0
SID504,5,202,162.01,0
SID505,36,496,1030.2,0
SID506,34,445,1708.65,0
SID507,31,478,2557.8,0
SID508,10,116,3079.49,1
SID509,19,130,4553.92,1
SID510,32,37,2554.17,0
SID511,1,229,2511.37,1
SID512,5,534,260.71,0
SID513,45,116,184.21,0
SID514,4,72,2760.29,1
SID515,16,414,2196.51,0
SID516,24,464,4197.51,0
SID517,16,437,811.79,0
SID518,2,512,134.61,1
SID519,49,46,2250.7,0
SID520,28,177,1195.02,0
SID521,32,306,257.58,0
SID522,27,261,3625.75,0
SID523,20,395,566.85,0
SID524,24,257,3045.51,0
SID525,12,465,1412.44,1
SID526,35,428,875.75,0
SID527,33,240,1904.96,0
SID528,33,420,4009.21,0
SID529,43,528,1966.55,0
SID530,37,569,3756.34,0
SID531,12,592,636.18,0
SID532,3,520,3866.13,1
SID533,1,471,1192.3,1
SID534,33,290,3390.19,0
SID535,40,379,2833.25,0
SID536,10,381,4646.43,0
SID537,43,549,1942.74,0
SID538,44,349,340.16,0
SID539,29,167,105.59,0
SID540,13,579,4136.02,0
SID541,12,397,2628.43,0
SID542,31,249,3878.47,0
SID543,46,366,1179.78,0
SID544,2,252,1731.97,1
SID545,35,389,160.22,0
SID546,23,358,4807.85,0
SID547,17,492,3342.66,0
SID548,26,590,4666.69,0
SID549,8,411,1334.83,0
SID550,29,198,3061.2,0
SID551,26,246,3395.71,0
SID552,10,407,1594.57,0
SID553,26,148,4242.07,1
SID554,34,219,4736.34,0
SID555,41,399,4425.43,0
SID556,7,178,3697.94,1
SID557,4,517,1394.55,0
SID558,45,403,1415.26,0
SID559,11,189,4817.17,1
SID560,29,380,61.32,0
SID561,36,317,3583.09,0
SID562,25,317,3534.17,0
SID563,21,255,3117.22,0
SID564,36,552,4950.64,0
SID565,10,551,1566.28,0
SID566,37,302,1706.46,0
SID567,9,431,403.91,0
SID568,24,212,2219.56,0
SID569,35,517,1312.63,0
SID570,49,153,1723.5,0
SID571,35,443,4174.51,0
SID572,48,201,4678.07,0
SID573,36,317,936.81,0
SID574,18,464,1868.82,0
SID575,49,142,4643.87,0
SID576,39,151,318.42,0
SID577,32,573,470.88,0
SID578,24,251,822.33,0
SID579,23,68,2980.11,1
SID580,32,526,760.86,0
SID581,37,262,4840.7,0
SID582,12,559,2239.11,0
SID583,49,178,2512.57,0
SID584,13,426,1240.83,0
SID585,23,331,2360.09,0
SID586,25,389,3312.95,0
SID587,35,267,3758.37,0
SID588,41,265,3771.8,1
SID589,30,232,2893.68,0
SID590,17,285,4522.76,1
SID591,49,264,4088.87,0
SID592,20,374,3787.67,0
SID593,48,563,287.47,0
SID594,25,495,44.32,0
SID595,22,570,1070.11,0
SID596,13,242,3320.98,1
SID597,19,492,2061.88,0
SID598,49,465,2018.01,0
SID599,36,312,4424.09,0
SID600,12,591,4478.86,0
SID601,41,492,4546.78,0
SID602,19,436,1576.25,0
SID603,12,117,3458.37,1
SID604,9,73,1365.45,1
SID605,7,490,961.14,0
SID606,28,307,931.32,0
SID607,14,450,1717.12,0
SID608,31,382,2155.49,0
SID609,19,544,4156.44,0
SID610,47,48,608.26,0
SID611,16,52,3677.28,1
SID612,5,442,2661.96,1
SID613,35,59,1446.85,0
SID614,12,137,2469.17,1
SID615,25,396,1506.71,0
SID616,21,310,2984.45,0
SID617,36,157,2174.88,1
SID618,23,258,830.38,0
SID619,16,140,591.75,0
SID620,39,165,2738.01,0
SID621,45,391,4513.04,0
SID622,42,215,1726.35,0
SID623,39,158,3667.67,0
SID624,14,290,3296.72,0
SID625,31,544,4658.46,0
SID626,5,478,4106.7,1
SID627,35,133,2837.36,0
SID628,23,512,3288.58,0
SID629,29,253,4492.95,0
SID630,43,520,2003.6,0
SID631,11,502,1640.71,0
SID632,18,39,63.95,0
SID633,47,434,4134.49,0
SID634,12,331,4006.89,0
SID635,9,260,531.23,0
SID636,10,95,2888.52,1
SID637,44,141,2325.27,0
SID638,17,42,602.36,0
SID639,38,422,4903.04,0
SID640,7,529,1081.33,0
SID641,46,263,345.5,0
SID642,13,343,2978.29,1
SID643,40,595,3696.94,0
SID644,42,41,171.89,0
SID645,9,238,3297.0,1
SID646,27,43,2666.14,0
SID647,2,447,525.29,0
SID648,5,466,870.89,0
SID649,29,406,2844.19,0
SID650,37,49,1488.82,0
SID651,38,99,4692.2,1
SID652,19,240,4095.51,1
SID653,8,130,4918.0,1
SID654,48,161,1305.76,0
SID655,45,410,4848.92,0
SID656,1,161,2161.86,1
SID657,22,49,1744.12,0
SID658,17,565,261.24,0
SID659,7,256,273.3,0
SID660,25,183,3463.14,0
SID661,45,498,2295.07,0
SID662,4,434,1140.34,0
SID663,36,231,3073.71,0
SID664,6,67,1271.76,0
SID665,31,217,2892.38,1
SID666,19,86,1802.45,0
SID667,44,49,4119.53,0
SID668,39,302,4105.27,0
SID669,27,148,2391.98,0
SID670,10,545,1760.59,0
SID671,26,250,1819.17,0
SID672,19,555,4030.52,0
SID673,39,544,1647.62,0
SID674,3,365,1053.21,0
SID675,45,84,432.59,0
SID676,13,529,2338.8,0
SID677,28,565,2415.84,1
SID678,20,191,4206.13,1
SID679,28,188,1113.98,0
SID680,8,217,1911.15,1
SID681,41,89,4043.94,0
SID682,39,348,4119.88,0
SID683,1,240,1929.21,1
SID684,3,435,2301.03,1
SID685,13,138,1523.4,1
SID686,28,105,4663.45,1
SID687,49,571,602.03,0
SID688,25,343,4669.41,0
SID689,33,146,3422.49,1
SID690,38,48,2662.55,0
SID691,6,461,172.97,0
SID692,44,379,2383.22,0
SID693,45,212,2044.66,1
SID694,32,142,814.48,0
SID695,45,212,3285.48,0
SID696,47,510,4856.04,0
SID697,21,175,2815.32,0
SID698,16,142,3576.62,1
SID699,21,505,351.57,0
SID700,11,332,2094.16,0
SID701,37,147,590.63,0
SID702,36,190,3067.85,0
SID703,35,430,4693.03,0
SID704,19,227,3312.27,0
SID705,20,289,393.25,0
SID706,18,76,1779.78,0
SID707,47,428,2757.81,1
SID708,41,588,2022.01,1
SID709,49,107,4169.88,0
SID710,14,153,4075.21,1
SID711,15,104,3063.04,1
SID712,31,166,1873.56,1
SID713,1,429,1284.13,1
SID714,3,534,538.31,0
SID715,16,529,1780.94,0
SID716,23,167,2071.73,0
SID717,11,79,3382.36,1
SID718,12,283,3294.22,1
SID719,10,592,359.84,0
SID720,32,455,1982.34,0
SID721,16,576,917.08,0
SID722,8,331,792.5,0
SID723,38,378,4138.24,0
SID724,12,78,219.16,0
SID725,24,103,2101.72,0
SID726,28,290,849.34,0
SID727,8,385,4397.86,1
SID728,28,289,2789.63,0
SID729,36,324,1164.59,0
SID730,26,342,2517.11,0
SID731,8,211,3660.12,1
SID732,28,393,4791.01,0
SID733,28,217,1110.03,0
SID734,37,598,4432.05,0
SID735,41,572,4672.18,0
SID736,36,577,4582.94,0
SID737,27,437,3180.72,0
SID738,17,443,3152.81,0
SID739,9,371,2022.02,0
SID740,33,249,3764.47,0
SID741,20,192,2661.16,0
SID742,13,249,3390.42,1
SID743,28,299,2148.0,0
SID744,48,429,3660.17,0
SID745,29,211,4124.11,0
SID746,13,234,740.72,0
SID747,46,585,4166.32,0
SID748,35,257,2706.08,0
SID749,6,279,4224.88,1
SID750,18,470,2162.2,0
SID751,5,562,1901.41,0
SID752,47,225,4576.15,0
SID753,25,548,1263.33,0
SID754,2,99,4222.62,1
SID755,10,428,2425.26,0
SID756,30,232,2575.34,0
SID757,45,177,1549.26,0
SID758,5,501,2869.48,1
SID759,33,228,1632.8,0
SID760,1,455,205.95,0
SID761,18,521,1367.27,0
SID762,32,171,41.83,0
SID763,47,342,4891.99,0
SID764,49,194,4829.08,0
SID765,11,343,1981.82,0
SID766,21,50,3644.57,1
SID767,26,111,1735.57,0
SID768,25,160,3358.75,0
SID769,22,334,4029.1,0
SID770,27,400,4734.31,0
SID771,49,413,2007.06,0
SID772,13,474,3918.66,0
SID773,33,454,1336.98,0
SID774,34,190,4951.76,0
SID775,41,207,138.59,0
SID776,35,519,3021.61,0
SID777,1,356,3300.93,1
SID778,21,318,3443.35,0
SID779,48,383,610.73,0
SID780,6,57,4693.26,0
SID781,28,72,914.1,0
SID782,17,452,3117.54,0
SID783,5,206,1121.15,1
SID784,31,558,1543.01,0
SID785,5,523,2736.83,1
SID786,38,227,2091.8,0
SID787,3,546,809.53,0
SID788,23,543,862.97,0
SID789,37,51,2096.54,0
SID790,37,141,3788.84,1
SID791,10,86,4490.84,1
SID792,10,95,429.8,1
SID793,19,127,1971.59,1
SID794,17,173,510.23,0
SID795,21,464,92.8,0
SID796,14,115,3311.98,1
SID797,9,373,3016.22,1
SID798,46,323,823.47,0
SID799,1,272,1176.73,1
SID800,45,590,128.3,0
SID801,13,61,4176.39,1
SID802,4,420,4873.71,1
SID803,1,306,685.94,1
SID804,49,561,1165.06,1
SID805,40,183,4343.36,0
SID806,32,412,4633.05,0
SID807,34,97,2103.94,0
SID808,28,243,262.61,0
SID809,31,405,206.57,0
SID810,8,242,2874.01,1
SID811,39,108,1970.55,0
SID812,26,410,152.98,0
SID813,34,87,2920.43,0
SID814,3,55,66.4,1
SID815,12,476,3938.99,0
SID816,1,95,1539.1,1
SID817,44,283,210.89,0
SID818,5,73,2945.88,1
SID819,30,126,1994.45,0
SID820,30,583,4869.26,0
SID821,17,256,2725.55,0
SID822,48,465,1383.44,0
SID823,47,408,3550.1,0
SID824,23,207,1364.75,0
SID825,15,456,4522.17,0
SID826,37,336,1879.86,1
SID827,21,533,2753.84,0
SID828,14,297,262.36,0
SID829,2,37,2136.34,1
SID830,11,537,4163.49,0
SID831,39,505,4030.19,1
SID832,38,326,1129.35,0
SID833,34,193,1138.13,1
SID834,38,514,4088.35,0
SID835,34,101,4652.69,0
SID836,18,596,485.85,0
SID837,30,588,2255.79,0
SID838,15,267,1693.9,0
SID839,27,133,4354.74,1
SID840,34,239,426.79,1
SID841,38,583,1063.52,0
SID842,33,497,3764.82,0
SID843,24,483,265.96,0
SID844,15,297,2467.75,1
SID845,30,415,2216.11,0
SID846,42,416,1678.66,0
SID847,17,288,1978.92,0
SID848,5,312,2654.4,1
SID849,29,69,815.22,0
SID850,4,515,2864.26,1
SID851,10,249,4029.11,1
SID852,17,158,3803.2,1
SID853,10,549,777.96,0
SID854,17,289,754.75,0
SID855,20,395,1348.19,0
SID856,24,573,1811.76,0
SID857,5,553,2048.19,1
SID858,34,45,3401.69,1
SID859,6,158,292.84,0
SID860,2,138,183.02,0
SID861,13,562,1965.63,0
SID862,43,298,3488.85,0
SID863,43,191,975.24,0
SID864,48,289,3211.11,0
SID865,11,131,1306.54,1
SID866,47,535,4431.57,0
SID867,23,276,4479.49,0
SID868,16,566,1493.46,0
SID869,31,160,1157.67,0
SID870,11,382,2062.41,0
SID871,16,225,1210.25,0
SID872,8,411,3365.2,0
SID873,4,256,4132.06,1
SID874,40,505,3368.73,0
SID875,4,506,4123.51,1
SID876,25,294,1990.99,0
SID877,3,401,790.02,0
SID878,32,515,3692.38,0
SID879,3,463,1808.77,1
SID880,27,240,3359.64,0
SID881,29,406,1360.51,0
SID882,32,424,415.34,0
SID883,19,479,4962.98,0
SID884,21,393,789.45,0
SID885,5,486,4942.22,1
SID886,18,255,4886.63,1
SID887,28,160,3971.15,0
SID888,42,505,3300.52,0
SID889,22,306,2893.26,0
SID890,21,185,4331.85,1
SID891,6,247,1454.3,1
SID892,1,219,2343.73,1
SID893,5,446,3100.76,1
SID894,41,575,2061.84,0
SID895,12,70,2143.16,1
SID896,26,336,1658.12,0
SID897,46,367,2825.52,0
SID898,34,343,4254.37,0
SID899,49,104,1015.63,0
SID900,14,308,4672.82,1
SID901,26,205,3448.55,0
SID902,45,302,4118.13,0
SID903,27,318,2785.39,0
SID904,9,301,3899.79,1
SID905,26,95,90.84,0
SID906,47,512,4093.72,0
SID907,22,277,210.29,0
SID908,47,185,4450.67,0
SID909,30,76,4959.89,1
SID910,43,483,1477.4,0
SID911,48,230,1059.49,0
SID912,17,153,3829.16,1
SID913,26,30,1272.6,0
SID914,36,220,4329.16,0
SID915,1,545,523.18,1
SID916,8,471,638.52,0
SID917,49,172,4895.97,0
SID918,35,220,3372.46,0
SID919,15,562,4235.97,0
SID920,47,256,1628.4,0
SID921,22,342,3385.65,0
SID922,14,331,2975.27,1
SID923,26,489,3019.72,0
SID924,28,430,3415.84,0
SID925,23,580,2881.04,1
SID926,14,422,2151.02,0
SID927,24,236,1386.85,0
SID928,2,239,3845.22,1
SID929,45,144,1139.1,0
SID930,26,280,3464.85,0
SID931,14,248,1174.33,0
SID932,7,436,3130.4,0
SID933,3,472,3737.92,1
SID934,47,383,1101.38,0
SID935,23,587,309.12,0
SID936,46,579,663.56,0
SID937,43,171,3033.92,0
SID938,47,530,4248.74,0
SID939,45,576,234.53,1
SID940,18,571,3673.41,0
SID941,38,536,1713.18,0
SID942,35,310,2397.86,0
