session_id,pages_visited,time_on_site,cart_value,abandoned
SID319,8,312,103.25,0
SID320,2,591,86.62,0
SID321,6,492,123.79,0
SID322,7,436,356.52,1
SID323,2,117,140.11,1
SID324,10,73,174.01,1
SID325,2,490,227.15,0
SID326,10,307,457.05,1
SID327,1,450,98.75,0
SID328,8,382,7.49,0
SID329,1,544,34.75,1
SID330,9,48,452.86,0
SID331,6,52,325.52,1
SID332,7,442,140.16,0
SID333,10,59,92.71,1
SID334,7,137,150.66,1
SID335,10,396,61.82,0
SID336,3,310,471.06,1
SID337,2,157,393.18,1
SID338,9,258,233.88,1
SID339,8,140,433.16,0
SID340,10,165,128.48,0
SID341,7,391,359.97,1
SID342,9,215,428.79,1
SID343,4,158,181.6,1
SID344,4,290,379.94,1
SID345,1,544,151.06,0
SID346,8,478,152.93,0
SID347,3,133,57.99,0
SID348,7,512,222.83,0
SID349,2,253,366.21,1
SID350,2,520,470.41,1
SID351,7,502,303.88,1
SID352,6,39,432.25,0
SID353,3,434,412.13,1
SID354,9,331,90.8,0
SID355,10,260,245.48,1
SID356,6,95,62.88,0
SID357,10,141,342.67,1
SID358,10,42,475.2,1
SID359,6,422,72.86,0
SID360,1,529,368.27,1
SID361,4,263,317.96,1
SID362,10,343,293.88,1
SID363,6,595,198.11,1
SID364,6,41,180.79,1
SID365,5,238,27.4,0
SID366,1,43,112.86,1
SID367,8,447,12.51,0
SID368,5,466,292.8,0
SID369,5,406,57.4,0
SID370,7,49,437.14,1
SID371,4,99,263.96,1
SID372,6,240,351.35,1
SID373,4,130,208.37,1
SID374,3,161,282.49,1
SID375,7,410,471.62,1
SID376,8,161,45.95,0
SID377,4,49,130.7,0
SID378,2,565,391.09,1
SID379,10,256,53.87,0
SID380,3,183,42.45,0
SID381,1,498,183.96,1
SID382,8,434,50.62,0
SID383,3,231,294.61,0
SID384,10,67,117.01,1
SID385,7,217,448.37,1
SID386,10,86,392.83,1
SID387,5,49,351.35,1
SID388,10,302,310.39,1
SID389,5,148,432.42,1
SID390,7,545,115.42,0
SID391,9,250,437.19,1
SID392,5,555,395.8,0
SID393,1,544,375.34,1
SID394,10,365,282.82,0
SID395,10,84,126.89,1
SID396,1,529,214.66,0
SID397,2,565,397.82,1
SID398,6,191,20.73,0
SID399,9,188,392.12,1
SID400,8,217,123.84,0
SID401,5,89,76.43,0
SID402,1,348,62.27,0
SID403,7,240,18.49,0
SID404,5,435,264.18,0
SID405,6,138,113.04,1
SID406,7,105,494.77,0
SID407,3,571,289.35,1
SID408,10,343,73.25,0
SID409,3,146,345.94,1
SID410,5,48,449.38,1
SID411,6,461,373.86,1
SID412,9,379,42.84,0
SID413,5,212,448.46,1
SID414,1,142,398.0,1
SID415,4,212,83.36,1
SID416,5,510,30.63,0
SID417,10,175,280.87,1
SID418,10,142,82.24,1
SID419,5,505,418.12,1
SID420,7,332,182.38,1
SID421,4,147,456.88,1
SID422,1,190,285.02,1
SID423,5,430,95.42,0
SID424,7,227,74.1,1
SID425,10,289,290.35,1
SID426,10,76,382.13,1
SID427,6,428,391.85,1
SID428,5,588,141.5,0
SID429,4,107,106.1,1
SID430,2,153,13.29,0
SID431,4,104,341.2,1
SID432,10,166,42.9,0
SID433,10,429,213.28,0
SID434,3,534,302.83,1
SID435,10,529,468.87,1
SID436,1,167,159.34,0
SID437,8,79,128.64,1
SID438,5,283,328.81,1
SID439,4,592,311.52,1
SID440,8,455,169.39,0
SID441,7,576,464.41,1
SID442,2,331,423.21,1
SID443,1,378,115.87,0
SID444,4,78,123.38,1
SID445,8,103,258.59,1
SID446,2,290,387.92,1
SID447,3,385,26.8,0
SID448,1,289,348.2,1
SID449,1,324,325.88,0
SID450,3,342,119.58,0
SID451,5,211,342.27,1
SID452,3,393,470.39,1
SID453,1,217,28.16,0
SID454,1,598,163.23,0
SID455,8,572,221.9,0
SID456,10,577,450.13,1
SID457,2,437,481.32,1
SID458,3,443,224.84,0
SID459,2,371,376.26,1
SID460,3,249,268.17,1
SID461,7,192,271.2,1
SID462,1,249,142.66,0
SID463,10,299,112.39,0
SID464,8,429,147.56,0
SID465,10,211,280.38,1
SID466,10,234,19.43,1
SID467,10,585,454.09,1
SID468,2,257,82.36,0
SID469,3,279,113.94,0
SID470,9,470,261.55,1
SID471,7,562,356.51,1
SID472,4,225,52.39,1
SID473,10,548,162.26,0
SID474,5,99,484.49,0
SID475,2,428,134.86,0
SID476,8,232,159.96,1
SID477,4,177,419.07,1
SID478,9,501,29.86,0
SID479,5,228,234.98,1
SID480,9,455,192.91,0
SID481,4,521,161.71,0
SID482,10,171,146.42,0
SID483,5,342,50.23,1
SID484,9,194,160.84,1
SID485,8,343,26.31,0
SID486,3,50,391.58,1
SID487,1,111,202.12,1
SID488,3,160,224.73,1
SID489,4,334,447.33,1
SID490,2,400,330.74,1
SID491,1,413,8.99,0
SID492,7,474,471.87,1
SID493,8,454,122.39,0
SID494,7,190,58.27,0
SID495,5,207,385.22,1
SID496,1,519,252.74,0
SID497,7,356,219.72,0
SID498,7,318,128.5,0
SID499,9,383,276.0,0
SID500,3,57,140.82,1
SID501,9,72,451.28,1
SID502,1,452,111.53,1
SID503,1,206,442.76,1
SID504,4,558,281.91,0
SID505,9,523,415.1,1
SID506,6,227,357.86,1
SID507,3,546,349.86,1
SID508,1,543,165.55,0
SID509,4,51,120.78,0
SID510,9,141,109.39,1
SID511,3,86,429.31,1
SID512,9,95,411.11,1
SID513,7,127,223.08,1
SID514,4,173,70.54,0
SID515,3,464,194.21,0
SID516,10,115,311.58,1
SID517,5,373,229.93,0
SID518,5,323,391.19,1
SID519,3,272,498.82,1
SID520,9,590,99.61,0
SID521,4,61,232.53,0
SID522,5,420,218.34,0
SID523,4,306,155.72,1
SID524,5,561,103.06,0
SID525,7,183,37.52,1
SID526,9,412,444.12,1
SID527,7,97,212.83,1
SID528,5,243,250.96,1
SID529,10,405,458.89,1
SID530,10,242,389.26,1
SID531,7,108,69.6,0
SID532,10,410,284.88,0
SID533,5,87,223.91,0
SID534,3,55,399.62,1
SID535,7,476,363.5,1
SID536,2,95,346.75,1
SID537,9,283,173.57,1
SID538,10,73,403.46,1
SID539,10,126,30.93,0
SID540,1,583,84.01,0
SID541,6,256,171.13,1
SID542,7,465,43.02,0
SID543,8,408,121.32,0
SID544,10,207,415.92,1
SID545,9,456,474.38,1
SID546,2,336,155.78,1
SID547,10,533,135.94,1
SID548,2,297,143.55,0
SID549,5,37,142.47,1
SID550,5,537,22.79,0
SID551,6,505,463.82,1
SID552,3,326,110.78,0
SID553,8,193,212.9,1
SID554,1,514,9.8,0
SID555,6,101,429.69,1
SID556,4,596,366.92,1
SID557,1,588,473.64,0
SID558,7,267,391.9,1
SID559,9,133,160.28,1
SID560,4,239,127.7,0
SID561,4,583,350.37,1
SID562,6,497,185.24,0
SID563,3,483,285.28,0
SID564,6,297,8.1,0
SID565,7,415,35.63,0
SID566,10,416,270.01,0
SID567,10,288,285.21,1
SID568,3,312,376.97,1
SID569,7,69,70.32,0
SID570,3,515,259.03,0
SID571,2,249,101.25,0
SID572,10,158,51.13,0
SID573,4,549,208.2,0
SID574,8,289,85.85,0
SID575,9,395,114.78,0
SID576,7,573,162.19,0
SID577,1,553,133.4,0
SID578,3,45,48.36,0
SID579,9,158,49.51,0
SID580,1,138,100.66,0
SID581,9,562,30.03,1
SID582,8,298,315.1,1
SID583,1,191,147.23,0
SID584,6,289,143.47,0
SID585,5,131,169.34,1
SID586,6,535,333.08,1
SID587,10,276,435.96,1
SID588,5,566,380.75,1
SID589,6,160,365.13,1
SID590,5,382,244.77,0
SID591,5,225,348.43,1
SID592,4,411,278.62,0
SID593,3,256,112.04,0
SID594,3,505,108.25,0
SID595,4,506,151.71,0
SID596,9,294,455.85,1
SID597,2,401,275.97,0
SID598,9,515,368.28,1
SID599,1,463,176.55,0
SID600,1,240,206.82,1
SID601,5,406,67.15,0
SID602,6,424,89.79,0
SID603,6,479,414.54,0
SID604,3,393,294.5,0
SID605,7,486,172.08,0
SID606,9,255,402.41,1
SID607,10,160,127.03,0
SID608,8,505,488.14,1
SID609,6,306,175.68,1
SID610,8,185,171.97,1
SID611,5,247,159.4,1
SID612,8,219,65.45,0
SID613,10,446,60.01,0
SID614,4,575,325.81,1
SID615,10,70,438.18,0
SID616,8,336,396.31,1
SID617,10,367,74.85,0
SID618,2,343,275.06,1
SID619,5,104,57.27,1
SID620,9,308,27.42,0
SID621,4,205,329.91,1
SID622,6,302,269.9,0
SID623,1,318,45.6,0
SID624,9,301,22.29,0
SID625,1,95,494.93,1
SID626,5,512,19.86,0
SID627,4,277,225.04,1
SID628,3,185,254.79,1
SID629,6,76,63.05,0
SID630,2,483,88.69,0
SID631,3,230,179.14,1
SID632,5,153,382.03,1
SID633,9,30,256.01,1
SID634,2,220,320.76,0
SID635,10,545,492.66,1
SID636,8,471,385.16,1
SID637,2,172,220.01,1
SID638,5,220,225.99,1
SID639,7,562,311.29,1
SID640,8,256,334.36,1
SID641,1,342,252.85,0
SID642,6,331,324.21,1
SID643,1,489,16.65,0
SID644,2,430,217.66,0
SID645,1,580,143.07,0
SID646,5,422,68.94,0
SID647,10,236,54.28,0
SID648,9,239,303.58,1
SID649,6,144,264.18,1
SID650,1,280,130.52,0
SID651,1,248,238.12,1
SID652,2,436,248.65,1
SID653,9,472,101.53,0
SID654,3,383,327.79,1
SID655,1,587,391.56,1
SID656,5,579,396.77,1
SID657,7,171,303.22,1
SID658,6,530,258.26,0
SID659,1,576,35.2,0
SID660,5,571,147.48,0
SID661,5,536,51.17,0
SID662,6,310,482.09,1
SID663,3,453,71.86,0
SID664,5,299,80.13,0
SID665,7,183,445.34,1
SID666,5,112,472.24,1
SID667,5,455,384.09,1
SID668,5,304,7.68,0
SID669,10,313,5.67,0
SID670,10,202,192.16,1
SID671,3,356,75.98,0
SID672,1,92,14.1,0
SID673,5,102,234.71,1
SID674,9,404,471.82,1
SID675,1,537,165.29,0
SID676,3,427,332.26,1
SID677,4,149,327.86,1
SID678,1,466,129.28,0
SID679,1,494,326.96,1
SID680,8,315,110.11,0
SID681,2,294,65.39,1
SID682,8,349,352.18,1
SID683,7,405,61.15,0
SID684,10,118,498.47,1
SID685,10,232,95.81,0
SID686,2,363,299.1,0
SID687,6,251,208.63,1
SID688,6,70,67.56,0
SID689,3,97,18.78,0
SID690,2,543,313.25,1
SID691,1,156,404.34,1
SID692,6,284,421.8,1
SID693,5,45,243.94,1
SID694,9,506,389.84,1
SID695,1,91,338.06,1
SID696,7,461,363.51,1
SID697,5,297,248.84,1
SID698,5,64,318.54,1
SID699,2,523,403.74,1
SID700,3,591,201.95,0
SID701,7,498,403.96,1
SID702,6,354,298.05,0
SID703,2,333,87.12,0
SID704,6,305,17.22,0
SID705,2,230,184.56,1
SID706,2,474,275.61,1
SID707,2,353,420.71,1
SID708,3,64,68.11,0
SID709,2,511,401.1,1
SID710,4,509,432.19,1
SID711,9,94,79.59,1
SID712,6,37,426.54,1
SID713,1,330,495.77,1
SID714,8,372,364.79,1
SID715,7,460,393.46,1
SID716,10,453,497.24,1
SID717,3,361,304.71,1
SID718,1,467,157.4,0
SID719,5,203,419.58,1
SID720,4,588,309.17,1
SID721,10,556,292.69,0
SID722,8,55,130.55,1
SID723,1,435,379.39,1
SID724,10,261,45.43,0
SID725,1,562,462.52,1
SID726,4,579,166.28,0
SID727,8,534,68.25,0
SID728,5,208,223.97,1
SID729,2,161,26.02,0
SID730,6,484,343.89,1
SID731,5,377,451.84,1
SID732,2,569,419.45,1
SID733,3,435,68.05,0
SID734,9,105,67.5,0
SID735,7,521,407.65,1
SID736,7,223,462.51,1
SID737,6,191,233.03,1
SID738,8,376,251.99,0
SID739,4,390,162.54,0
SID740,8,116,447.66,0
SID741,4,291,324.23,1
SID742,8,243,147.68,0
SID743,9,291,152.9,1
SID744,3,312,446.14,1
SID745,3,496,11.75,0
SID746,2,409,164.75,0
SID747,10,391,279.41,0
SID748,3,478,78.37,0
SID749,3,470,50.59,0
SID750,5,122,408.56,1
SID751,5,453,447.73,1
SID752,2,171,412.69,1
SID753,10,320,449.9,1
SID754,6,461,278.79,0
SID755,5,78,407.07,0
SID756,6,331,195.1,1
SID757,1,219,334.8,1
SID758,5,165,494.47,0
SID759,9,584,116.74,0
SID760,10,433,198.0,0
SID761,2,370,242.62,0
SID762,1,347,73.32,0
SID763,10,392,45.11,0
SID764,9,411,415.71,1
SID765,10,262,488.51,1
SID766,9,373,205.34,0
SID767,9,578,48.39,0
SID768,6,582,37.58,0
SID769,8,558,446.2,0
SID770,1,212,234.59,1
SID771,10,70,163.41,1
SID772,4,580,240.85,0
SID773,1,426,162.56,0
SID774,8,523,247.07,0
SID775,1,362,430.48,1
SID776,3,156,298.19,1
SID777,4,587,348.85,1
SID778,8,586,185.51,0
SID779,6,30,370.56,0
SID780,10,197,334.98,1
SID781,7,48,64.18,0
SID782,8,361,288.46,0
SID783,2,485,132.09,0
SID784,10,138,403.03,1
SID785,8,297,215.84,1
SID786,3,474,497.37,1
SID787,7,269,50.79,1
SID788,3,330,391.27,1
SID789,7,132,338.48,1
SID790,2,279,384.91,1
SID791,10,482,157.23,0
SID792,6,549,248.57,0
SID793,3,182,399.27,1
SID794,3,203,120.11,1
SID795,9,372,116.89,0
SID796,7,460,277.77,0
SID797,5,353,264.16,0
SID798,10,449,144.72,0
SID799,7,514,152.55,0
SID800,9,441,142.53,0
SID801,1,113,386.9,1
SID802,7,142,327.69,1
SID803,6,361,417.05,1
SID804,10,407,487.86,1
SID805,9,70,239.71,1
SID806,1,134,38.01,0
SID807,4,231,28.81,0
SID808,9,479,151.35,0
SID809,4,295,466.61,1
SID810,10,239,263.99,1
SID811,3,592,139.53,0
SID812,9,147,202.59,0
SID813,2,406,301.3,1
SID814,4,580,328.21,1
SID815,6,569,81.19,0
SID816,2,113,488.63,1
SID817,8,483,274.66,0
SID818,8,543,72.17,1
SID819,1,416,447.35,1
SID820,3,379,41.95,0
SID821,10,325,454.33,0
SID822,9,287,498.3,1
SID823,5,110,351.71,1
SID824,6,297,386.37,1
SID825,4,448,171.96,1
SID826,10,264,471.08,1
SID827,2,340,267.21,1
SID828,8,386,367.53,1
SID829,6,242,462.43,1
SID830,5,78,487.71,1
SID831,9,156,417.44,1
SID832,1,252,154.99,1
SID833,5,308,483.44,1
SID834,6,437,315.92,1
SID835,5,534,465.67,1
SID836,6,323,339.67,1
SID837,6,306,157.08,1
SID838,7,467,188.16,0
SID839,4,136,277.48,1
SID840,8,449,396.06,1
SID841,7,458,162.4,1
SID842,9,404,291.97,0
SID843,7,102,176.08,1
SID844,3,59,408.81,1
SID845,3,217,236.03,1
SID846,8,393,42.98,0
SID847,5,480,87.2,0
SID848,4,224,35.25,0
SID849,8,185,252.15,0
SID850,6,201,57.64,0
SID851,2,70,61.5,0
SID852,4,92,470.82,1
SID853,4,52,436.96,1
SID854,6,389,228.78,0
SID855,6,104,492.97,1
SID856,1,589,5.09,0
SID857,8,147,308.92,1
SID858,6,409,310.13,1
SID859,3,319,231.43,0
SID860,9,469,201.49,0
SID861,2,36,230.41,1
SID862,8,225,210.41,1
SID863,10,450,366.59,1
SID864,3,597,72.0,0
SID865,5,222,102.83,0
SID866,6,588,94.36,0
SID867,10,177,134.92,0
SID868,6,231,265.0,1
SID869,4,473,60.05,0
SID870,3,448,434.74,1
SID871,4,456,152.19,0
SID872,1,508,85.46,0
SID873,4,504,339.43,1
SID874,1,155,23.85,0
SID875,1,424,311.88,1
SID876,10,354,350.61,0
SID877,6,421,111.38,0
SID878,5,469,25.77,0
SID879,4,233,185.0,1
SID880,3,515,53.8,0
SID881,1,60,62.66,0
SID882,6,417,130.86,0
SID883,2,463,151.26,0
SID884,8,405,267.34,0
SID885,10,373,340.8,1
SID886,5,472,298.42,0
SID887,7,104,78.44,0
SID888,10,586,90.18,0
SID889,2,184,439.99,1
SID890,8,459,281.38,0
SID891,2,392,435.62,1
SID892,4,477,188.92,0
SID893,1,263,309.13,0
SID894,5,592,264.21,0
SID895,9,291,162.97,0
SID896,1,154,237.61,1
SID897,9,274,253.73,1
SID898,8,571,104.38,0
SID899,6,514,160.93,0
SID900,7,151,396.75,0
SID901,3,154,458.32,1
SID902,1,578,183.1,0
SID903,5,199,156.95,1
SID904,2,153,101.62,0
SID905,5,64,340.85,1
SID906,8,116,164.93,1
SID907,9,230,493.94,1
SID908,2,398,166.21,0
SID909,3,106,200.1,1
SID910,3,88,303.65,1
SID911,1,460,401.83,1
SID912,8,529,237.41,0
SID913,6,138,214.21,1
SID914,8,307,497.84,1
SID915,9,97,10.19,0
SID916,5,98,448.06,0
SID917,3,194,78.82,0
SID918,5,518,394.03,1
SID919,5,334,310.88,1
SID920,5,394,174.21,0
SID921,3,408,437.57,1
SID922,10,372,11.39,0
SID923,4,583,117.21,0
SID924,9,383,285.61,0
SID925,10,445,179.01,0
SID926,9,138,307.14,1
SID927,2,592,16.93,0
SID928,8,526,62.65,0
SID929,8,370,67.91,0
SID930,7,412,98.7,0
SID931,8,562,232.37,0
SID932,3,329,377.3,1
SID933,6,168,453.24,1
SID934,1,388,418.51,1
SID935,7,528,102.46,0
SID936,1,414,223.37,0
SID937,9,309,103.71,0
SID938,1,512,135.91,0
SID939,1,140,254.26,1
SID940,7,168,38.71,0
SID941,2,464,113.0,0
SID942,5,538,468.01,1
SID943,8,302,235.73,1
SID944,8,128,225.47,1
SID945,3,133,12.21,1
SID946,7,243,127.46,0
SID947,3,194,433.81,1
SID948,6,549,86.49,0
SID949,6,313,210.49,1
SID950,3,546,12.09,0
SID951,7,193,241.78,1
SID952,3,93,15.41,0
SID953,8,120,410.71,1
SID954,10,146,413.3,1
SID955,4,296,394.93,1
SID956,1,588,145.27,0
SID957,4,169,419.43,1
SID958,7,275,273.78,1
SID959,4,424,190.04,0
SID960,6,516,314.54,1
SID961,9,505,11.11,0
SID962,1,546,75.77,1
SID963,5,213,372.44,1
SID964,7,49,125.86,1
SID965,1,587,301.01,1
SID966,4,553,195.63,0
SID967,6,558,428.13,1
SID968,2,176,476.45,1
SID969,10,333,442.36,1
SID970,5,257,138.96,0
SID971,10,131,101.11,1
SID972,1,446,239.85,1
SID973,6,245,8.63,0
SID974,6,436,17.78,0
SID975,4,428,278.88,0
SID976,8,528,262.62,0
SID977,4,494,497.32,1
SID978,8,111,104.91,1
SID979,8,394,132.76,0
SID980,5,192,61.2,0
SID981,4,77,459.18,1
SID982,2,540,390.02,1
SID983,3,358,412.06,1
SID984,3,145,451.87,1
SID985,4,366,264.83,0
SID986,4,176,228.34,1
SID987,10,352,168.54,0
SID988,5,472,296.66,0
SID989,4,42,229.87,1
SID990,10,523,228.52,0
SID991,8,316,468.78,1
SID992,6,143,492.1,1
SID993,6,509,399.26,1
SID994,8,51,379.6,1
SID995,7,378,341.88,1
SID996,10,595,87.21,0
