session_id,pages_visited,time_on_site,cart_value,abandoned
SID99,9,96,3019.17,1
SID100,8,36,3098.77,1
SID101,2,555,4704.46,0
SID102,1,102,3881.8,1
SID103,7,428,648.41,0
SID104,7,434,1744.06,0
SID105,8,159,2182.61,0
SID106,5,495,1985.85,0
SID107,3,235,3349.85,1
SID108,8,295,4460.55,1
SID109,6,566,1537.2,0
SID110,3,282,2763.87,1
SID111,1,318,3949.15,1
SID112,3,193,2086.93,1
SID113,5,124,848.91,1
SID114,3,139,2380.01,1
SID115,1,365,285.56,0
SID116,5,267,4712.49,1
SID117,10,410,383.36,0
SID118,7,465,2197.9,0
SID119,7,512,2654.11,0
SID120,9,54,4926.67,1
SID121,10,146,838.45,0
SID122,10,511,581.01,0
SID123,3,421,53.44,0
SID124,7,566,786.3,0
SID125,1,108,1044.29,1
SID126,4,202,3156.6,1
SID127,4,41,1106.34,1
SID128,5,157,112.4,0
SID129,7,121,4134.83,1
SID130,7,572,1834.32,0
SID131,4,561,1774.95,0
SID132,7,476,1519.37,0
SID133,3,419,4877.11,1
SID134,6,72,858.88,0
SID135,2,283,4492.21,1
SID136,10,159,3886.25,1
SID137,9,89,391.63,0
SID138,5,496,4933.78,1
SID139,6,316,1364.12,0
SID140,4,546,501.93,0
SID141,10,496,4148.28,1
SID142,7,374,3536.31,1
SID143,9,411,3089.92,1
SID144,7,282,788.34,0
SID145,1,85,2397.7,1
SID146,1,492,3904.97,1
SID147,9,486,1525.08,0
SID148,9,112,1565.33,0
SID149,4,128,25.67,0
SID150,9,178,879.47,0
SID151,3,358,4378.27,1
SID152,7,185,2214.31,0
SID153,6,219,4921.33,1
SID154,8,523,1984.58,0
SID155,9,292,3578.78,1
SID156,5,109,1416.78,1
SID157,1,429,1825.41,1
SID158,3,289,961.72,0
SID159,10,581,1741.84,0
SID160,8,130,2740.72,0
SID161,6,388,4958.95,1
SID162,8,409,3324.37,1
SID163,9,250,1004.24,0
SID164,4,449,234.36,1
SID165,1,153,640.52,1
SID166,1,451,2817.15,1
SID167,10,260,3828.15,1
SID168,4,92,4702.69,1
SID169,7,514,88.96,0
SID170,2,512,2618.57,1
SID171,3,548,2359.63,0
SID172,1,184,3283.71,1
SID173,5,121,2802.3,1
SID174,1,555,3438.33,1
SID175,8,484,3293.83,1
SID176,1,539,593.89,1
SID177,1,212,4000.59,1
SID178,2,415,624.93,0
SID179,2,434,3495.67,1
SID180,6,275,2086.57,0
SID181,7,500,2574.12,0
SID182,5,452,4517.46,1
SID183,1,94,4450.52,1
SID184,1,42,4091.1,1
SID185,3,242,2555.64,1
SID186,2,271,3683.84,1
SID187,5,522,2569.36,0
SID188,10,242,4349.33,1
SID189,6,367,2019.85,0
SID190,7,202,4851.47,1
SID191,4,193,4662.29,1
SID192,7,494,3710.6,1
SID193,8,526,1404.29,0
SID194,1,424,666.95,1
SID195,6,337,4274.97,1
SID196,8,212,834.86,0
SID197,5,539,4272.76,1
SID198,4,575,2458.92,1
SID199,2,593,2038.72,1
SID200,6,256,4516.92,1
SID201,6,465,3023.22,1
SID202,1,451,2887.3,1
SID203,9,583,2798.24,0
SID204,6,50,1862.14,1
SID205,3,583,3930.36,1
SID206,4,426,1271.46,0
SID207,4,134,4695.09,1
SID208,3,221,4470.99,1
SID209,10,46,1694.03,1
SID210,3,149,3650.02,1
SID211,3,422,2870.38,0
SID212,4,454,1694.87,0
SID213,7,158,4942.72,1
SID214,4,159,135.93,0
SID215,9,589,1270.7,0
SID216,1,58,2605.17,0
SID217,8,126,2614.55,1
SID218,7,39,2948.78,1
SID219,2,271,3760.86,1
SID220,8,261,3121.15,1
SID221,1,313,3005.4,1
SID222,9,229,277.04,0
SID223,9,108,1888.89,1
SID224,2,202,1167.96,1
SID225,7,496,1334.2,0
SID226,10,445,2776.14,0
SID227,3,478,1005.53,0
SID228,7,116,1476.81,1
SID229,10,130,1193.05,0
SID230,9,37,4743.03,1
SID231,4,229,4723.88,1
SID232,1,534,3053.61,1
SID233,2,116,4623.37,1
SID234,1,72,3931.21,1
SID235,5,414,2953.84,0
SID236,5,464,42.11,0
SID237,7,437,3864.86,1
SID238,9,512,3515.42,1
SID239,9,46,3080.12,1
SID240,3,177,3804.52,1
SID241,3,306,2569.48,1
SID242,3,261,3523.38,1
SID243,4,395,4676.51,1
SID244,8,257,1885.27,0
SID245,6,465,3543.53,1
SID246,8,428,2383.68,0
SID247,1,240,3375.25,1
SID248,8,420,3816.84,1
SID249,4,528,236.81,0
SID250,1,569,3236.54,1
SID251,8,592,1141.44,0
SID252,4,520,3353.46,0
SID253,6,471,2346.97,0
SID254,8,290,3870.03,1
SID255,4,379,625.77,0
SID256,3,381,3135.35,1
SID257,9,549,1399.57,0
SID258,3,349,4266.38,1
SID259,9,167,4642.63,0
SID260,2,579,4982.03,1
SID261,2,397,3982.08,1
SID262,2,249,3771.13,1
SID263,6,366,1085.35,0
SID264,3,252,1686.68,1
SID265,9,389,2333.76,0
SID266,4,358,3869.17,0
SID267,1,492,4575.68,1
SID268,4,590,953.8,1
SID269,1,411,4612.61,1
SID270,5,198,3481.17,1
SID271,4,246,3057.75,1
SID272,8,407,1007.21,0
SID273,8,148,287.07,0
SID274,7,219,2846.64,0
SID275,3,399,3261.06,0
SID276,1,178,1061.8,1
SID277,1,517,2786.72,0
SID278,3,403,4283.9,1
SID279,6,189,4176.98,1
SID280,7,380,4637.5,1
SID281,6,317,1835.77,0
SID282,6,317,1597.07,0
SID283,6,255,3749.64,1
SID284,3,552,2161.25,0
SID285,6,551,446.87,0
SID286,8,302,1421.18,0
SID287,2,431,2098.73,1
SID288,5,212,1469.66,0
SID289,1,517,1667.71,1
SID290,1,153,1475.94,1
SID291,5,443,217.08,0
SID292,3,201,3189.1,0
SID293,4,317,2990.49,1
SID294,3,464,3270.38,1
SID295,1,142,969.63,0
SID296,1,151,1485.32,1
SID297,5,573,3101.88,1
SID298,6,251,3002.14,1
SID299,3,68,2536.59,1
SID300,9,526,1758.56,0
SID301,5,262,4565.53,1
SID302,8,559,1705.45,0
SID303,1,178,2283.54,1
SID304,5,426,3393.79,1
SID305,3,331,2719.68,1
SID306,1,389,1740.96,1
SID307,4,267,2183.87,1
SID308,5,265,3974.46,1
SID309,7,232,1397.86,0
SID310,1,285,719.85,0
SID311,3,264,1572.68,1
SID312,2,374,4249.18,1
SID313,9,563,454.06,0
SID314,10,495,4958.56,1
SID315,6,570,2709.6,0
SID316,10,242,4924.38,1
SID317,3,492,4695.59,1
SID318,8,465,2269.54,0
SID319,8,312,1000.47,0
SID320,2,591,832.78,0
SID321,6,492,1207.55,0
SID322,7,436,3553.56,1
SID323,2,117,1372.02,1
SID324,10,73,1713.71,0
SID325,2,490,2249.41,1
SID326,10,307,4567.03,1
SID327,1,450,955.07,0
SID328,8,382,35.08,0
SID329,1,544,309.88,1
SID330,9,48,4524.78,0
SID331,6,52,3241.11,1
SID332,7,442,1372.47,0
SID333,10,59,894.19,1
SID334,7,137,1478.39,1
SID335,10,396,582.84,0
SID336,3,310,4708.25,1
SID337,2,157,3923.19,1
SID338,9,258,2317.33,0
SID339,8,140,4326.16,0
SID340,10,165,1254.8,0
SID341,7,391,3588.43,1
SID342,9,215,4282.1,1
SID343,4,158,1790.28,0
SID344,4,290,3789.75,1
SID345,1,544,1482.41,1
SID346,8,478,1501.3,0
SID347,3,133,544.22,0
SID348,7,512,2205.89,0
SID349,2,253,3651.26,1
SID350,2,520,4701.7,1
SID351,7,502,3022.95,1
SID352,6,39,4317.05,0
SID353,3,434,4114.25,1
SID354,9,331,874.98,0
SID355,10,260,2434.23,0
SID356,6,95,593.45,0
SID357,10,141,3413.94,1
SID358,10,42,4750.0,1
SID359,6,422,694.08,0
SID360,1,529,3672.08,1
SID361,4,263,3164.87,1
SID362,10,343,2922.19,0
SID363,6,595,1956.7,1
SID364,6,41,1782.11,1
SID365,5,238,235.79,0
SID366,1,43,1097.36,1
SID367,8,447,85.73,0
SID368,5,466,2911.27,0
SID369,5,406,538.21,0
SID370,7,49,4366.37,1
SID371,4,99,2620.48,1
SID372,6,240,3501.45,1
SID373,4,130,2060.18,1
SID374,3,161,2807.29,1
SID375,7,410,4713.87,1
SID376,8,161,422.84,0
SID377,4,49,1277.15,0
SID378,2,565,3902.14,1
SID379,10,256,502.7,0
SID380,3,183,387.55,0
SID381,1,498,1814.09,0
SID382,8,434,469.92,0
SID383,3,231,2929.54,0
SID384,10,67,1139.11,0
SID385,7,217,4479.53,1
SID386,10,86,3919.67,1
SID387,5,49,3501.53,1
SID388,10,302,3088.55,1
SID389,5,148,4318.69,1
SID390,7,545,1123.08,0
SID391,9,250,4366.81,1
SID392,5,555,3949.57,0
SID393,1,544,3743.32,1
SID394,10,365,2810.67,0
SID395,10,84,1238.76,0
SID396,1,529,2123.5,1
SID397,2,565,3969.92,1
SID398,6,191,168.57,0
SID399,9,188,3912.43,1
SID400,8,217,1207.95,0
SID401,5,89,730.1,0
SID402,1,348,587.35,1
SID403,7,240,145.98,0
SID404,5,435,2622.7,0
SID405,6,138,1099.12,0
SID406,7,105,4947.26,0
SID407,3,571,2876.44,1
SID408,10,343,698.05,0
SID409,3,146,3446.93,1
SID410,5,48,4489.74,1
SID411,6,461,3728.45,1
SID412,9,379,391.43,0
SID413,5,212,4480.46,1
SID414,1,142,3971.71,1
SID415,4,212,799.94,1
SID416,5,510,268.41,0
SID417,10,175,2790.98,0
SID418,10,142,788.62,0
SID419,5,505,4174.61,1
SID420,7,332,1798.09,0
SID421,4,147,4565.33,1
SID422,1,190,2832.78,1
SID423,5,430,921.54,0
SID424,7,227,706.6,1
SID425,10,289,2886.6,0
SID426,10,76,3811.8,1
SID427,6,428,3909.71,1
SID428,5,588,1386.03,0
SID429,4,107,1029.19,1
SID430,2,153,93.61,0
SID431,4,104,3399.2,1
SID432,10,166,392.08,0
SID433,10,429,2109.6,0
SID434,3,534,3012.39,1
SID435,10,529,4686.17,1
SID436,1,167,1565.89,0
SID437,8,79,1256.36,0
SID438,5,283,3274.26,1
SID439,4,592,3100.0,1
SID440,8,455,1667.23,0
SID441,7,576,4641.23,1
SID442,2,331,4225.86,1
SID443,1,378,1127.67,1
SID444,4,78,1203.32,1
SID445,8,103,2566.38,1
SID446,2,290,3870.12,1
SID447,3,385,229.76,0
SID448,1,289,3469.74,1
SID449,1,324,3244.7,0
SID450,3,342,1165.09,0
SID451,5,211,3409.95,1
SID452,3,393,4701.51,1
SID453,1,217,243.46,0
SID454,1,598,1605.06,1
SID455,8,572,2196.5,0
SID456,10,577,4497.31,1
SID457,2,437,4811.68,1
SID458,3,443,2226.14,0
SID459,2,371,3752.64,1
SID460,3,249,2662.99,1
SID461,7,192,2693.54,0
SID462,1,249,1397.72,1
SID463,10,299,1092.61,0
SID464,8,429,1447.15,0
SID465,10,211,2786.08,0
SID466,10,234,155.48,1
SID467,10,585,4537.17,1
SID468,2,257,789.86,0
SID469,3,279,1108.24,0
SID470,9,470,2596.2,1
SID471,7,562,3553.47,1
SID472,4,225,487.69,1
SID473,10,548,1595.3,0
SID474,5,99,4843.69,0
SID475,2,428,1319.09,0
SID476,8,232,1572.12,0
SID477,4,177,4184.13,1
SID478,9,501,260.57,0
SID479,5,228,2328.42,0
SID480,9,455,1904.29,0
SID481,4,521,1589.77,0
SID482,10,171,1435.64,0
SID483,5,342,465.96,1
SID484,9,194,1580.98,0
SID485,8,343,224.83,0
SID486,3,50,3907.01,1
SID487,1,111,1997.16,1
SID488,3,160,2225.08,1
SID489,4,334,4469.04,1
SID490,2,400,3293.69,1
SID491,1,413,50.21,0
SID492,7,474,4716.44,1
SID493,8,454,1193.35,0
SID494,7,190,546.99,0
SID495,5,207,3842.96,1
SID496,1,519,2507.38,1
SID497,7,356,2174.52,0
SID498,7,318,1255.02,0
SID499,9,383,2741.88,0
SID500,3,57,1379.18,1
SID501,9,72,4508.9,1
SID502,1,452,1083.87,0
SID503,1,206,4422.93,1
SID504,4,558,2801.43,0
SID505,9,523,4144.16,1
SID506,6,227,3567.1,1
SID507,3,546,3486.51,1
SID508,1,543,1628.49,1
SID509,4,51,1177.15,0
SID510,9,141,1062.32,0
SID511,3,86,4287.39,1
SID512,9,95,4103.93,1
SID513,7,127,2208.46,1
SID514,4,173,670.7,0
SID515,3,464,1917.44,0
SID516,10,115,3100.52,1
SID517,5,373,2277.47,0
SID518,5,323,3903.14,1
SID519,3,272,4988.14,1
SID520,9,590,963.75,0
SID521,4,61,2303.66,0
SID522,5,420,2160.61,0
SID523,4,306,1529.42,0
SID524,5,561,998.5,0
SID525,7,183,337.8,1
SID526,9,412,4436.73,1
SID527,7,97,2105.05,1
SID528,5,243,2489.51,0
SID529,10,405,4585.54,1
SID530,10,242,3883.69,1
SID531,7,108,661.2,0
SID532,10,410,2831.45,0
SID533,5,87,2216.84,0
SID534,3,55,3988.08,1
SID535,7,476,3623.92,1
SID536,2,95,3455.12,1
SID537,9,283,1709.32,0
SID538,10,73,4026.77,1
SID539,10,126,271.43,0
SID540,1,583,806.53,0
SID541,6,256,1684.76,0
SID542,7,465,393.27,0
SID543,8,408,1182.62,0
SID544,10,207,4152.45,1
SID545,9,456,4741.78,1
SID546,2,336,1529.97,1
SID547,10,533,1329.93,1
SID548,2,297,1406.66,1
SID549,5,37,1395.82,1
SID550,5,537,189.29,0
SID551,6,505,4635.31,1
SID552,3,326,1076.35,0
SID553,8,193,2105.82,0
SID554,1,514,58.34,0
SID555,6,101,4291.2,1
SID556,4,596,3658.48,1
SID557,1,588,4734.31,0
SID558,7,267,3910.26,1
SID559,9,133,1575.4,0
SID560,4,239,1246.89,0
SID561,4,583,3491.6,1
SID562,6,497,1826.92,0
SID563,3,483,2835.41,0
SID564,6,297,41.22,0
SID565,7,415,318.81,0
SID566,10,416,2681.49,0
SID567,10,288,2834.7,0
SID568,3,312,3759.75,1
SID569,7,69,668.51,0
SID570,3,515,2570.78,0
SID571,2,249,980.29,0
SID572,10,158,475.05,0
SID573,4,549,2058.37,0
SID574,8,289,825.05,0
SID575,9,395,1116.69,0
SID576,7,573,1594.6,0
SID577,1,553,1304.35,1
SID578,3,45,447.08,1
SID579,9,158,458.68,0
SID580,1,138,974.31,0
SID581,9,562,262.29,1
SID582,8,298,3136.02,1
SID583,1,191,1443.76,1
SID584,6,289,1405.93,0
SID585,5,131,1666.67,1
SID586,6,535,3317.35,1
SID587,10,276,4354.46,1
SID588,5,566,3797.84,1
SID589,6,160,3640.37,1
SID590,5,382,2427.11,0
SID591,5,225,3472.09,1
SID592,4,411,2768.28,0
SID593,3,256,1089.09,0
SID594,3,505,1050.86,0
SID595,4,506,1489.0,0
SID596,9,294,4554.91,1
SID597,2,401,2741.6,1
SID598,9,515,3672.19,1
SID599,1,463,1739.33,1
SID600,1,240,2044.5,1
SID601,5,406,636.57,0
SID602,6,424,864.76,0
SID603,6,479,4138.51,0
SID604,3,393,2928.34,0
SID605,7,486,1694.29,0
SID606,9,255,4016.23,1
SID607,10,160,1240.13,0
SID608,8,505,4880.4,1
SID609,6,306,1730.64,0
SID610,8,185,1693.18,0
SID611,5,247,1566.44,0
SID612,8,219,619.34,0
SID613,10,446,564.57,0
SID614,4,575,3244.04,1
SID615,10,70,4376.84,0
SID616,8,336,3954.7,1
SID617,10,367,714.13,0
SID618,2,343,2732.45,1
SID619,5,104,536.9,1
SID620,9,308,236.02,0
SID621,4,205,3285.37,1
SID622,6,302,2680.41,1
SID623,1,318,419.3,0
SID624,9,301,184.35,0
SID625,1,95,4948.88,1
SID626,5,512,159.81,0
SID627,4,277,2228.2,1
SID628,3,185,2528.05,1
SID629,6,76,595.23,0
SID630,2,483,853.62,0
SID631,3,230,1765.51,1
SID632,5,153,3810.76,1
SID633,9,30,2540.34,1
SID634,2,220,3193.13,0
SID635,10,545,4926.02,1
SID636,8,471,3842.35,1
SID637,2,172,2177.46,1
SID638,5,220,2237.75,0
SID639,7,562,3097.67,1
SID640,8,256,3330.17,1
SID641,1,342,2508.55,0
SID642,6,331,3227.86,1
SID643,1,489,127.43,0
SID644,2,430,2153.82,1
SID645,1,580,1401.9,1
SID646,5,422,654.58,0
SID647,10,236,506.74,0
SID648,9,239,3019.93,1
SID649,6,144,2622.77,1
SID650,1,280,1275.38,1
SID651,1,248,2360.04,1
SID652,2,436,2466.24,0
SID653,9,472,983.09,0
SID654,3,383,3263.94,1
SID655,1,587,3906.79,1
SID656,5,579,3959.4,1
SID657,7,171,3016.32,1
SID658,6,530,2563.08,0
SID659,1,576,314.43,0
SID660,5,571,1446.28,0
SID661,5,536,475.42,0
SID662,6,310,4819.48,1
SID663,3,453,684.05,0
SID664,5,299,767.36,0
SID665,7,183,4448.99,1
SID666,5,112,4720.2,1
SID667,5,455,3831.49,1
SID668,5,304,36.97,0
SID669,10,313,16.72,0
SID670,10,202,1896.72,0
SID671,3,356,725.54,0
SID672,1,92,101.75,0
SID673,5,102,2325.69,1
SID674,9,404,4715.88,1
SID675,1,537,1625.86,1
SID676,3,427,3309.09,1
SID677,4,149,3264.65,1
SID678,1,466,1262.89,1
SID679,1,494,3255.62,1
SID680,8,315,1069.55,0
SID681,2,294,618.82,1
SID682,8,349,3509.9,1
SID683,7,405,576.07,0
SID684,10,118,4984.58,1
SID685,10,232,925.43,0
SID686,2,363,2974.77,1
SID687,6,251,2062.76,0
SID688,6,70,640.67,0
SID689,3,97,148.94,0
SID690,2,543,3117.43,1
SID691,1,156,4035.72,1
SID692,6,284,4211.66,1
SID693,5,45,2418.74,1
SID694,9,506,3889.5,1
SID695,1,91,3367.51,1
SID696,7,461,3624.03,1
SID697,5,297,2468.07,0
SID698,5,64,3170.72,1
SID699,2,523,4029.57,1
SID700,3,591,1995.44,0
SID701,7,498,4031.83,1
SID702,6,354,2964.16,0
SID703,2,333,837.85,0
SID704,6,305,133.17,0
SID705,2,230,1820.14,1
SID706,2,474,2738.01,0
SID707,2,353,4200.7,1
SID708,3,64,646.15,1
SID709,2,511,4003.03,1
SID710,4,509,4316.42,1
SID711,9,94,761.93,1
SID712,6,37,4259.46,1
SID713,1,330,4957.35,1
SID714,8,372,3636.93,1
SID715,7,460,3926.0,1
SID716,10,453,4972.13,1
SID717,3,361,3031.35,1
SID718,1,467,1546.35,1
SID719,5,203,4189.28,1
SID720,4,588,3076.28,1
SID721,10,556,2910.17,0
SID722,8,55,1275.64,1
SID723,1,435,3784.11,1
SID724,10,261,417.52,0
SID725,1,562,4622.19,1
SID726,4,579,1635.86,0
SID727,8,534,647.6,0
SID728,5,208,2217.41,0
SID729,2,161,221.92,0
SID730,6,484,3426.28,1
SID731,5,377,4514.5,1
SID732,2,569,4187.94,1
SID733,3,435,645.57,0
SID734,9,105,640.09,0
SID735,7,521,4069.04,1
SID736,7,223,4622.03,1
SID737,6,191,2308.74,0
SID738,8,376,2499.87,0
SID739,4,390,1598.13,0
SID740,8,116,4472.38,0
SID741,4,291,3228.07,1
SID742,8,243,1448.38,0
SID743,9,291,1500.93,0
SID744,3,312,4457.09,1
SID745,3,496,78.03,0
SID746,2,409,1620.41,0
SID747,10,391,2776.24,0
SID748,3,478,749.61,0
SID749,3,470,469.57,0
SID750,5,122,4078.23,1
SID751,5,453,4473.08,1
SID752,2,171,4119.8,1
SID753,10,320,4494.95,1
SID754,6,461,2770.03,0
SID755,5,78,4063.17,0
SID756,6,331,1926.37,0
SID757,1,219,3334.68,1
SID758,5,165,4944.29,0
SID759,9,584,1136.38,0
SID760,10,433,1955.6,0
SID761,2,370,2405.44,1
SID762,1,347,698.7,1
SID763,10,392,414.38,0
SID764,9,411,4150.32,1
SID765,10,262,4884.2,1
SID766,9,373,2029.58,0
SID767,9,578,447.37,0
SID768,6,582,338.4,0
SID769,8,558,4457.68,0
SID770,1,212,2324.43,1
SID771,10,70,1606.94,0
SID772,4,580,2387.54,0
SID773,1,426,1598.34,1
SID774,8,523,2450.29,0
SID775,1,362,4299.19,1
SID776,3,156,2965.58,1
SID777,4,587,3476.32,1
SID778,8,586,1829.71,0
SID779,6,30,3695.14,0
SID780,10,197,3336.42,1
SID781,7,48,606.61,1
SID782,8,361,2867.49,0
SID783,2,485,1291.15,0
SID784,10,138,4022.44,1
SID785,8,297,2135.43,0
SID786,3,474,4973.47,1
SID787,7,269,471.58,1
SID788,3,330,3903.94,1
SID789,7,132,3371.77,1
SID790,2,279,3839.82,1
SID791,10,482,1544.57,0
SID792,6,549,2465.35,0
SID793,3,182,3984.58,1
SID794,3,203,1170.38,1
SID795,9,372,1137.91,0
SID796,7,460,2759.74,0
SID797,5,353,2622.58,0
SID798,10,449,1418.49,0
SID799,7,514,1497.4,0
SID800,9,441,1396.45,0
SID801,1,113,3859.85,1
SID802,7,142,3262.99,1
SID803,6,361,4163.76,1
SID804,10,407,4877.61,1
SID805,9,70,2376.08,1
SID806,1,134,342.8,1
SID807,4,231,249.98,0
SID808,9,479,1485.37,0
SID809,4,295,4663.4,1
SID810,10,239,2620.83,0
SID811,3,592,1366.21,0
SID812,9,147,2001.84,0
SID813,2,406,2996.99,1
SID814,4,580,3268.22,1
SID815,6,569,778.06,0
SID816,2,113,4885.39,1
SID817,8,483,2728.41,0
SID818,8,543,687.08,1
SID819,1,416,4469.24,1
SID820,3,379,382.45,0
SID821,10,325,4539.6,0
SID822,9,287,4982.86,1
SID823,5,110,3505.15,1
SID824,6,297,3854.53,1
SID825,4,448,1693.14,1
SID826,10,264,4708.47,1
SID827,2,340,2653.27,1
SID828,8,386,3664.62,1
SID829,6,242,4621.3,1
SID830,5,78,4876.15,1
SID831,9,156,4167.69,1
SID832,1,252,1522.06,1
SID833,5,308,4833.07,1
SID834,6,437,3144.32,1
SID835,5,534,4653.91,1
SID836,6,323,3383.76,1
SID837,6,306,1543.12,0
SID838,7,467,1856.42,0
SID839,4,136,2756.85,1
SID840,8,449,3952.17,1
SID841,7,458,1596.73,1
SID842,9,404,2902.86,0
SID843,7,102,1734.67,1
SID844,3,59,4080.69,1
SID845,3,217,2338.97,1
SID846,8,393,392.85,0
SID847,5,480,838.6,0
SID848,4,224,314.91,0
SID849,8,185,2501.52,1
SID850,6,201,540.62,0
SID851,2,70,579.56,1
SID852,4,92,4705.83,1
SID853,4,52,4364.55,1
SID854,6,389,2265.91,0
SID855,6,104,4929.17,1
SID856,1,589,10.93,0
SID857,8,147,3073.76,1
SID858,6,409,3085.98,1
SID859,3,319,2292.64,0
SID860,9,469,1990.77,0
SID861,2,36,2282.36,1
SID862,8,225,2080.65,0
SID863,10,450,3655.16,1
SID864,3,597,685.42,0
SID865,5,222,996.22,0
SID866,6,588,910.79,0
SID867,10,177,1319.73,0
SID868,6,231,2631.04,0
SID869,4,473,564.93,0
SID870,3,448,4342.16,1
SID871,4,456,1493.83,0
SID872,1,508,821.06,0
SID873,4,504,3381.35,1
SID874,1,155,200.05,0
SID875,1,424,3103.64,1
SID876,10,354,3494.01,0
SID877,6,421,1082.43,0
SID878,5,469,219.4,0
SID879,4,233,1824.59,0
SID880,3,515,501.99,0
SID881,1,60,591.22,1
SID882,6,417,1278.76,0
SID883,2,463,1484.38,0
SID884,8,405,2654.55,0
SID885,10,373,3395.18,1
SID886,5,472,2967.93,0
SID887,7,104,750.32,0
SID888,10,586,868.71,0
SID889,2,184,4395.06,1
SID890,8,459,2796.18,0
SID891,2,392,4350.99,1
SID892,4,477,1864.02,0
SID893,1,263,3075.86,0
SID894,5,592,2623.08,0
SID895,9,291,1602.43,1
SID896,1,154,2354.88,1
SID897,9,274,2517.43,0
SID898,8,571,1011.85,0
SID899,6,514,1581.9,0
SID900,7,151,3959.13,0
SID901,3,154,4579.78,1
SID902,1,578,1805.37,1
SID903,5,199,1541.79,0
SID904,2,153,984.03,0
SID905,5,64,3395.67,1
SID906,8,116,1622.27,1
SID907,9,230,4938.87,1
SID908,2,398,1635.17,0
SID909,3,106,1976.74,1
SID910,3,88,3020.64,1
SID911,1,460,4010.4,1
SID912,8,529,2352.9,0
SID913,6,138,2119.05,1
SID914,8,307,4978.23,1
SID915,9,97,62.36,0
SID916,5,98,4476.38,0
SID917,3,194,754.21,0
SID918,5,518,3931.77,1
SID919,5,334,3093.48,1
SID920,5,394,1715.82,0
SID921,3,408,4370.64,1
SID922,10,372,74.41,0
SID923,4,583,1141.19,0
SID924,9,383,2838.8,0
SID925,10,445,1764.2,0
SID926,9,138,3055.78,1
SID927,2,592,130.31,0
SID928,8,526,591.13,0
SID929,8,370,644.21,0
SID930,7,412,954.53,0
SID931,8,562,2302.06,0
SID932,3,329,3763.12,1
SID933,6,168,4528.64,1
SID934,1,388,4178.51,1
SID935,7,528,992.47,0
SID936,1,414,2211.34,1
SID937,9,309,1005.06,0
SID938,1,512,1329.71,1
SID939,1,140,2522.7,1
SID940,7,168,349.86,0
SID941,2,464,1098.69,0
SID942,5,538,4677.54,1
